Date,AAPL
2022-05-18,4.942911366392189
2022-05-19,4.917961163227234
2022-05-20,4.919706898351034
2022-05-23,4.959042347155631
2022-05-24,4.939639227367232
2022-05-25,4.940778620161131
2022-05-26,4.963713043712964
2022-05-27,5.003661161478525
2022-05-31,4.998300725704696
2022-06-01,4.997426904775367
2022-06-02,5.014098427078827
2022-06-03,4.97477976197385
2022-06-06,4.97999380350146
2022-06-07,4.997426904775367
2022-06-08,4.992370856958091
2022-06-09,4.95575280256807
2022-06-10,4.916358149862839
2022-06-13,4.877321163024982
2022-06-14,4.883971656659864
2022-06-15,4.903883679110642
2022-06-16,4.863424689194567
2022-06-17,4.8748917512996455
2022-06-21,4.907127286925783
2022-06-22,4.903292903168496
2022-06-23,4.924637142079599
2022-06-24,4.9488585806544
2022-06-27,4.9488585806544
2022-06-28,4.9186161710901635
2022-06-29,4.931556019876708
2022-06-30,4.9133637193576245
2022-07-01,4.9293988912605124
2022-07-05,4.948152276151304
2022-07-06,4.957713820331629
2022-07-07,4.98142977213594
2022-07-08,4.986133354956592
2022-07-11,4.9712654324511
2022-07-12,4.978075930419726
2022-07-13,4.975536105078521
2022-07-14,4.995811711938345
2022-07-15,5.007196771961556
2022-07-18,4.986337452714914
2022-07-19,5.0127085421944075
2022-07-20,5.0261280622978015
2022-07-21,5.041109402186096
2022-07-22,5.032965489309807
2022-07-25,5.025539841750141
2022-07-26,5.016674354564197
2022-07-27,5.050336054799989
2022-07-28,5.053901467145841
2022-07-29,5.0861682424555745
2022-08-01,5.079995773788281
2022-08-02,5.070665089068912
2022-08-03,5.108199475438025
2022-08-04,5.1062713115530975
2022-08-05,5.104881324057515
2022-08-08,5.101974104865109
2022-08-09,5.1022773851261025
2022-08-10,5.1281347247257205
2022-08-11,5.12369328091412
2022-08-12,5.144892576255039
2022-08-15,5.151206111576152
2022-08-16,5.150281882218731
2022-08-17,5.159028113646101
2022-08-18,5.1567337968395615
2022-08-19,5.141516668716365
2022-08-22,5.118218009248991
2022-08-23,5.116186892570816
2022-08-24,5.117979284482118
2022-08-25,5.1327917097458196
2022-08-26,5.09436354704889
2022-08-29,5.080578627921747
2022-08-30,5.065154844177074
2022-08-31,5.054462923417426
2022-09-01,5.059158708746506
2022-09-02,5.045454149529547
2022-09-06,5.037205133208942
2022-09-07,5.046416480061808
2022-09-08,5.036752038217154
2022-09-09,5.055416530308714
2022-09-12,5.0932015764435095
2022-09-13,5.032729895548767
2022-09-14,5.042239939066901
2022-09-15,5.02312864250849
2022-09-16,5.012108004698363
2022-09-19,5.0368814582560155
2022-09-20,5.052425472119317
2022-09-21,5.031949592433249
2022-09-22,5.025554072936362
2022-09-23,5.010314706417944
2022-09-26,5.0125724018797255
2022-09-27,5.01911718561794
2022-09-28,5.006384838963559
2022-09-29,4.956018418891368
2022-09-30,4.9255186497307495
2022-10-03,4.955807930203875
2022-10-04,4.981108168599092
2022-10-05,4.983159418305817
2022-10-06,4.976511676076552
2022-10-07,4.939101879522518
2022-10-10,4.941454830900962
2022-10-11,4.931146818522792
2022-10-12,4.926531174860531
2022-10-13,4.959591570228688
2022-10-14,4.92682037436739
2022-10-17,4.955527102194675
2022-10-18,4.964892544825968
2022-10-19,4.965657464332232
2022-10-20,4.962385053721813
2022-10-21,4.989084441546385
2022-10-24,5.003778650028265
2022-10-25,5.022931717056696
2022-10-26,5.003109385033884
2022-10-27,4.97217033370136
2022-10-28,5.045004875877196
2022-10-31,5.0294745581057025
2022-11-01,5.011776102274221
2022-11-02,4.9737574316544215
2022-11-03,4.930427116597275
2022-11-04,4.928477840393884
2022-11-07,4.93237249050758
2022-11-08,4.9365389811544125
2022-11-09,4.9027856307425886
2022-11-10,4.9880221168983745
2022-11-11,5.00710755386623
2022-11-14,4.9975766656041
2022-11-15,5.0093761602484825
2022-11-16,5.001010161621756
2022-11-17,5.013898194209867
2022-11-18,5.017672850233662
2022-11-21,4.995754099889606
2022-11-22,5.010308804443632
2022-11-23,5.016217726093503
2022-11-25,4.996429542170494
2022-11-28,4.969814253249862
2022-11-29,4.948439187951605
2022-11-30,4.99588924549578
2022-12-01,4.997778956562771
2022-12-02,4.994401948508401
2022-12-05,4.986386750983257
2022-12-06,4.960689433069526
2022-12-07,4.9468086505900555
2022-12-08,4.958868383252701
2022-12-09,4.955427562891725
2022-12-12,4.971684669791219
2022-12-13,4.978444209636901
2022-12-14,4.962786474442743
2022-12-15,4.914798913861045
2022-12-16,4.900112823931869
2022-12-19,4.884075335934932
2022-12-20,4.883546436109276
2022-12-21,4.907076855616797
2022-12-22,4.883017140828554
2022-12-23,4.880215104832541
2022-12-27,4.8662395497456155
2022-12-28,4.835073674270807
2022-12-29,4.8630043168063475
2022-12-30,4.86547015460811
